image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002192.jpg,['cat'],-12.725499153137209,-11.869586944580078,-13.074193000793455,-14.015915870666504,-10.54860782623291,-13.619154930114746,-12.904095649719238,10.759668350219728,-13.985652923583984,-13.467144966125488,-13.091509819030762,-14.384211540222168,-15.98222541809082,-7.822511672973633,-12.360125541687012,-9.61180591583252,-17.499160766601562,-11.878754615783691,-12.754430770874023,-7.569728851318359
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002194.jpg,['car'],0.9136298298835754,-15.652326583862305,-14.449759483337402,-7.219656944274902,-19.19356918334961,-15.130248069763184,4.056488513946533,-9.53671646118164,-14.045331954956056,-11.912899017333984,-11.93614673614502,-12.906676292419434,-9.008746147155762,-12.178326606750488,-2.478978395462036,-16.761327743530273,-9.055604934692385,-15.155253410339355,-10.336349487304688,-16.08925437927246
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002195.jpg,['pottedplant'],-18.7709903717041,-11.369739532470703,-13.95919704437256,-16.539283752441406,-14.715301513671877,-14.789644241333008,-13.78447437286377,-11.284944534301758,-7.17720890045166,-14.052509307861328,-9.162341117858888,-9.258819580078123,-14.351608276367188,-9.939737319946287,-8.819636344909668,7.352207660675049,-12.483772277832031,-10.673280715942385,-16.007963180541992,-10.80726146697998
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002199.jpg,"['chair', 'diningtable']",-11.646881103515623,-0.5983210206031799,-5.933704853057861,-14.05225944519043,-6.726386547088623,-5.399284362792969,-2.9674315452575684,-10.821533203125,-9.83342742919922,-6.994542598724365,-20.597984313964844,-15.810302734375,-9.548595428466797,-12.898659706115724,-8.89145565032959,-6.100392818450928,-5.348820209503174,-7.986569881439209,-6.132716178894043,-16.015073776245117
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002200.jpg,['aeroplane'],8.147205352783203,-15.00549030303955,-15.37448787689209,-15.119839668273926,-15.382230758666992,-11.713717460632324,-8.605037689208984,-13.27553653717041,-18.06270217895508,-13.805936813354492,-18.532909393310547,-16.9410457611084,-15.414787292480469,-17.828344345092773,-12.25014877319336,-16.454662322998047,-11.924406051635742,-12.675915718078612,-11.910544395446776,-15.799442291259766
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002211.jpg,"['bicycle', 'chair', 'person', 'pottedplant']",-13.895663261413574,-4.7384352684021,-9.607919692993164,-16.235620498657227,-5.382781505584717,-13.114989280700684,-14.443659782409668,-12.263227462768556,-3.1147964000701904,-11.467568397521973,-9.1043119430542,-9.015303611755373,-11.45587921142578,-13.652447700500488,11.18359375,-4.1283135414123535,-6.493684768676758,-16.907913208007812,-14.06969928741455,-8.881422996520996
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002213.jpg,['train'],-14.243950843811035,-4.340743541717529,-12.239898681640623,-14.535201072692873,-1.3700507879257202,-13.121515274047852,-7.126529216766357,-13.355145454406738,-14.908561706542969,-9.712739944458008,-18.91115379333496,-11.759549140930176,-12.432315826416016,-12.29601764678955,-5.458251953125,-11.163898468017578,-11.57528305053711,-12.522198677062988,5.155428409576416,-13.82055950164795
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002219.jpg,['person'],-15.275099754333496,-12.646180152893066,-3.171884775161743,-10.36108112335205,-5.617558002471924,-8.942081451416016,-18.764144897460938,-11.663698196411133,-9.091001510620115,-7.433672904968262,-13.369658470153809,-6.57274341583252,-8.620975494384766,-10.783806800842283,4.719467639923096,-11.181172370910645,-6.071272373199463,-14.156898498535156,-9.499269485473633,-10.027079582214355
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002223.jpg,"['person', 'train']",-10.054705619812012,-8.863943099975586,-16.876379013061523,-9.220824241638184,-14.81660270690918,-15.943378448486328,-5.911088466644287,-12.862181663513184,-12.774327278137209,-9.706143379211426,-11.835975646972656,-11.60511302947998,-18.812652587890625,-8.786520957946777,-2.864943742752075,-12.148604393005373,-15.564603805541992,-13.535696983337402,2.9271981716156006,-8.282998085021973
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002224.jpg,['cat'],-15.049009323120115,-15.765928268432615,-11.005865097045898,-12.799271583557127,-12.544163703918455,-14.146696090698242,-10.824536323547363,13.639225006103516,-13.330568313598633,-15.318510055541992,-13.58495044708252,-12.54577350616455,-17.13129234313965,-10.82807445526123,-10.704869270324709,-12.918853759765623,-16.5731201171875,-9.680878639221191,-10.729065895080566,-13.227032661437988
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002228.jpg,['dog'],-11.528178215026855,-18.968168258666992,-11.172080993652344,-15.774930953979492,-12.56143283843994,-14.998528480529783,-15.9052152633667,4.77948808670044,-13.555675506591797,-20.63939094543457,-13.605006217956545,-3.3483614921569824,-16.547727584838867,-14.110228538513184,-16.064485549926758,-15.671513557434082,-15.72117805480957,-13.059131622314451,-18.06338882446289,-13.521197319030762
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002229.jpg,['aeroplane'],4.1602935791015625,-11.38659954071045,-8.517108917236328,-14.379937171936035,-10.673789024353027,-10.971970558166504,-7.4340009689331055,-11.187774658203123,-11.78702449798584,-12.967838287353516,-16.688905715942383,-14.239219665527344,-15.033395767211914,-13.75639820098877,-7.572252750396728,-19.008882522583008,-8.694671630859375,-16.383501052856445,-13.342610359191896,-15.255967140197754
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002232.jpg,['sheep'],-11.34198760986328,-13.218070030212402,-10.480055809020996,-10.028525352478027,-14.098292350769045,-12.812128067016602,-12.57241916656494,-13.775371551513672,-17.467512130737305,-9.312175750732422,-17.62588882446289,-11.748629570007324,-13.716020584106444,-11.518108367919922,-9.712373733520508,-19.33376121520996,10.574495315551758,-15.035696983337402,-10.596680641174316,-11.893698692321776
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002244.jpg,['bottle'],-10.837605476379396,-13.000337600708008,-14.971587181091309,-10.555070877075195,10.705852508544922,-16.898229598999023,-14.489705085754396,-9.146125793457031,-10.63191032409668,-14.415533065795898,-12.011390686035156,-17.705060958862305,-14.814884185791016,-12.135303497314451,-5.7936224937438965,-11.909538269042969,-15.69953441619873,-11.503490447998049,-12.065470695495604,-9.752413749694824
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002245.jpg,"['person', 'tvmonitor']",-13.196852684020996,-9.74521541595459,-16.604846954345703,-12.023972511291504,-5.567397117614746,-12.202868461608888,-12.745429039001465,-19.113574981689453,-9.67300796508789,-13.671971321105955,-7.255197525024414,-13.29150676727295,-12.13459014892578,-17.906694412231445,11.587352752685549,-5.121739864349365,-13.423995971679688,-8.479730606079102,-9.352514266967772,-5.980738162994385
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002247.jpg,"['person', 'tvmonitor']",-10.413322448730469,-12.43311595916748,-11.786114692687988,-12.120058059692385,-5.276516437530518,-12.11833667755127,-17.94120216369629,-9.16195583343506,-5.377086639404297,-13.411657333374023,-17.652570724487305,-12.07275676727295,-14.243535041809082,-9.992318153381348,3.6077511310577393,-8.134101867675781,-11.756103515625,-10.976600646972656,-7.121261596679688,12.274869918823242
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002251.jpg,"['motorbike', 'person']",-14.6680326461792,-6.058421611785889,-12.8060884475708,-9.05260181427002,-13.534550666809082,-14.33559513092041,-4.406889915466309,-9.412105560302734,-14.296319961547852,-13.74553394317627,-15.958816528320312,-12.307841300964355,-9.722262382507324,12.759736061096191,0.4794054627418518,-11.161211967468262,-11.88470458984375,-12.82186508178711,-11.778769493103027,-13.445571899414062
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002255.jpg,['cat'],-15.951241493225098,-17.121397018432617,-15.32733154296875,-18.108169555664062,-13.327987670898438,-18.21626663208008,-14.76971435546875,8.852815628051758,-10.98487663269043,-15.831993103027344,-15.220698356628418,-8.126428604125977,-16.64841651916504,-13.22596836090088,-1.8889020681381223,-13.97414207458496,-19.45610809326172,-12.531848907470703,-16.49857521057129,-10.3840913772583
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002261.jpg,['train'],-4.027996063232422,-10.116053581237791,-7.535723209381103,-8.407635688781738,-1.797661304473877,-9.062020301818848,-9.545273780822754,-11.99397087097168,-12.674935340881348,-7.538392066955566,-6.577531337738037,-4.939896583557129,-11.056352615356444,-11.469679832458496,-7.681662559509277,-5.807823657989502,-9.929218292236328,-9.548922538757324,1.5760481357574463,-8.616873741149902
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002269.jpg,"['bottle', 'diningtable', 'person']",-13.277563095092772,-4.675708293914795,-11.131814002990724,-9.49867057800293,3.097614049911499,-10.57578945159912,-13.758244514465332,-11.31228256225586,-8.569649696350098,-10.689517974853516,0.7755877375602722,-10.63666534423828,-12.487146377563477,-11.681429862976074,17.285503387451172,-4.3525166511535645,-8.492937088012695,-3.0927064418792725,-13.94749641418457,-13.072813987731934
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002271.jpg,['motorbike'],-10.264893531799316,-10.123065948486328,-8.461337089538574,-8.745144844055176,-14.820794105529783,-10.717445373535156,-2.6428415775299072,-11.540446281433104,-9.564433097839355,-14.803786277770996,-13.163146018981934,-13.604912757873535,-10.878742218017578,10.774701118469238,-8.352901458740234,-12.57054615020752,-13.665678024291992,-11.659520149230955,-13.806761741638184,-14.95971965789795
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002276.jpg,"['dog', 'person']",-9.100736618041992,-14.268826484680176,-9.351758003234863,-14.27961540222168,-6.5468339920043945,-18.29789924621582,-14.827518463134766,-10.242912292480469,-11.027644157409668,-13.981587409973145,-9.299500465393066,-0.527932345867157,-14.657325744628906,-14.24293327331543,-4.634507179260254,-13.025660514831545,-13.49293613433838,-4.090182304382324,-15.012459754943848,-10.056798934936523
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002279.jpg,['car'],-13.622328758239746,-12.25180721282959,-11.438929557800291,-9.608134269714355,-18.10946083068848,-11.972455024719238,13.458656311035156,-12.435579299926758,-15.377045631408691,-12.257305145263672,-15.524033546447754,-13.773174285888672,-12.623291015625,-13.79089641571045,-4.5435967445373535,-20.65867805480957,-16.462310791015625,-13.407889366149902,-11.073296546936035,-16.792016983032227
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002283.jpg,['horse'],-14.536172866821287,-13.841551780700684,-9.157540321350098,-9.231046676635742,-17.326377868652344,-11.914116859436035,-8.29910945892334,-9.508777618408203,-15.722307205200195,-7.722455024719238,-12.528892517089844,-5.184135437011719,1.5845588445663452,-10.166825294494627,-6.670632839202881,-10.14112377166748,-9.1017427444458,-11.197084426879885,-13.9212646484375,-17.373863220214844
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002287.jpg,['dog'],-10.381085395812988,-14.234574317932127,-13.984498023986816,-11.495156288146973,-8.98250675201416,-16.472497940063477,-9.413347244262695,-8.67718505859375,-5.384852886199951,-17.241382598876953,-8.85239315032959,9.756355285644531,-18.362213134765625,-12.338050842285156,-10.17819881439209,-16.28810691833496,-9.085599899291992,-12.071043014526367,-13.755547523498535,-15.01759433746338
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002289.jpg,['aeroplane'],7.046871662139893,-14.657303810119627,-12.524404525756836,-12.34351634979248,-14.64460277557373,-12.180190086364746,-4.405515193939209,-12.986528396606444,-18.268239974975582,-11.90846061706543,-19.67911148071289,-15.412283897399902,-14.115623474121094,-16.143747329711914,-13.001741409301758,-17.66442108154297,-14.122058868408203,-12.292667388916016,-9.610199928283691,-16.562339782714844
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002294.jpg,['sheep'],-14.98524570465088,-14.741066932678224,-1.4677613973617554,-16.130016326904297,-10.73863124847412,-15.410604476928713,-17.143827438354492,-8.608609199523926,-14.418296813964844,-16.234107971191406,-19.893272399902344,-6.451644420623779,-18.20587539672852,-15.934447288513184,-17.67543601989746,-15.94148063659668,0.6086082458496094,-8.441376686096191,-13.81694221496582,-15.747201919555664
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002303.jpg,"['cat', 'person']",-17.313642501831055,-19.57835960388184,-9.860465049743652,-16.850841522216797,-10.39319133758545,-15.224488258361816,-17.14286231994629,1.254162311553955,-10.991185188293455,-15.520681381225586,-15.076417922973633,-3.922218799591065,-12.494991302490234,-12.860247611999512,12.076136589050291,-12.84256362915039,-8.425477027893066,-9.035818099975586,-12.481328010559082,-14.968152046203612
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002305.jpg,['cat'],-14.638965606689451,-16.181360244750977,-14.204319953918455,-16.147872924804688,-12.582432746887209,-13.074885368347168,-16.057981491088867,7.240912437438965,-7.208721160888672,-13.91740894317627,-14.853106498718262,-3.1336233615875244,-15.981821060180664,-14.016037940979004,-9.72656536102295,-15.657920837402344,-15.764931678771973,-7.7560296058654785,-14.758902549743652,-11.75904941558838
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002307.jpg,['cat'],-15.046265602111816,-15.068333625793455,-10.921385765075684,-13.474960327148438,-13.568591117858888,-13.389026641845703,-11.90042209625244,13.610658645629885,-11.818397521972656,-13.913649559020996,-15.163178443908691,-15.99658489227295,-14.901336669921877,-11.847683906555176,-10.118093490600586,-8.846402168273926,-17.695980072021484,-11.653205871582031,-12.870396614074709,-10.77980899810791
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002310.jpg,['aeroplane'],8.358376502990723,-14.309243202209473,-14.447038650512695,-17.227344512939453,-13.308157920837402,-11.40831184387207,-8.274392127990723,-11.43602466583252,-13.208876609802246,-15.322769165039062,-18.034687042236328,-18.918851852416992,-16.942358016967773,-15.819573402404783,-11.925609588623049,-10.568116188049316,-14.121013641357422,-13.48987865447998,-12.833222389221191,-13.794085502624512
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002313.jpg,['dog'],-17.448301315307617,-19.862939834594727,-14.472515106201172,-16.286117553710938,-11.115582466125488,-14.19381332397461,-14.0562162399292,-3.817878246307373,-13.477493286132812,-17.695697784423828,-15.4199800491333,6.841826438903809,-14.872767448425291,-16.199071884155273,-7.6822686195373535,-12.684610366821287,-16.864009857177734,-8.083039283752441,-16.96162223815918,-15.328435897827148
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002315.jpg,['boat'],-7.156414031982422,-19.051210403442383,-9.022613525390623,4.834549427032471,-19.035728454589844,-9.331886291503906,-8.337122917175293,-13.113009452819824,-13.804790496826172,-14.212343215942385,-11.418257713317873,-16.970895767211914,-8.368279457092285,-13.073578834533691,-10.072263717651367,-12.70081901550293,-14.216028213500977,-18.34193420410156,-7.273348808288574,-13.473302841186523
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002316.jpg,"['cat', 'pottedplant']",-8.455082893371582,-14.891242027282717,0.8455047607421875,-12.82705307006836,-10.223894119262695,-14.430462837219238,-15.846807479858398,5.537450790405273,-8.77738094329834,-11.666688919067385,-8.896618843078613,-8.082697868347168,-17.38655662536621,-7.189184665679932,-15.051752090454102,-12.39129638671875,-12.678711891174316,-17.240625381469727,-15.723052024841309,-16.25271224975586
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002319.jpg,"['chair', 'dog']",-7.875667572021484,-11.071980476379396,-13.312352180480955,-15.948647499084473,-7.275415420532227,-16.612895965576172,-20.446840286254883,-11.793705940246582,3.163415670394897,-16.737194061279297,-8.374588012695312,-13.229033470153809,-8.504666328430176,-17.40287971496582,-2.5039970874786377,-8.776680946350098,-12.70750617980957,-11.06959629058838,-18.149341583251957,-10.4554443359375
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002321.jpg,['boat'],7.095950126647949,-15.558335304260254,-10.652256965637209,-5.603898525238037,-17.532901763916016,-4.504876613616943,-9.120044708251951,-13.834756851196287,-12.786581039428713,-13.993175506591797,-10.913901329040527,-18.87093544006348,-11.094369888305664,-14.58792209625244,-6.875955581665039,-12.382460594177246,-11.667490005493164,-13.65597152709961,-11.119482040405272,-16.210357666015625
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002326.jpg,['bicycle'],-18.2066707611084,10.869386672973633,-14.79849910736084,-17.815322875976562,-8.818390846252441,-10.490692138671877,-9.380772590637209,-11.502189636230469,-2.7281382083892822,-9.783098220825195,-16.98006820678711,-12.979361534118652,-11.745758056640623,-16.72171401977539,-10.856866836547852,-9.911857604980469,-15.697490692138672,-10.599260330200195,-13.662961959838867,-14.372114181518556
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002332.jpg,['dog'],-13.978461265563965,-15.359198570251465,-12.675496101379396,-14.76186180114746,-11.685381889343262,-18.36183738708496,-13.528085708618164,8.259416580200195,-15.576922416687012,-7.482346534729004,-16.15903663635254,-10.55022144317627,-13.842117309570312,-15.835577964782717,-14.647076606750488,-14.20910930633545,-13.180665969848633,-13.523062705993652,-17.20256233215332,-15.229378700256348
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002336.jpg,"['chair', 'diningtable', 'pottedplant']",-6.345671653747559,-8.915379524230957,-4.876891613006592,-10.850068092346191,-10.95252799987793,-8.91156005859375,-10.308032035827637,-8.423462867736816,1.6917753219604492,-10.901740074157717,-6.533988952636719,-15.501809120178224,-13.698772430419922,-17.400053024291992,-11.76314926147461,-6.5147786140441895,-17.88818359375,-8.226036071777344,-10.10128116607666,-8.185127258300781
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002337.jpg,"['chair', 'sofa']",-11.88061237335205,-9.722367286682127,-9.83022403717041,-11.896657943725586,-15.920855522155762,-11.788445472717283,-11.855429649353027,-7.237549304962158,5.16228723526001,-12.165352821350098,-4.844660758972168,-10.069334030151367,-16.292871475219727,-11.23764705657959,-12.450113296508787,-0.5395756959915161,-18.996562957763672,8.953512191772461,-11.454142570495604,-3.843055248260498
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002340.jpg,"['horse', 'person']",-17.40403938293457,-18.85841941833496,-13.86556339263916,-13.280879020690918,-15.126917839050291,-18.07584571838379,-12.424675941467283,-14.576582908630373,-12.50872039794922,-13.92121696472168,-13.730727195739746,-15.436266899108888,9.566892623901367,-14.048500061035156,0.6519136428833008,-12.893576622009276,-18.220813751220703,-13.168593406677246,-15.371665000915527,-13.49977970123291
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002348.jpg,['cat'],-16.385663986206055,-11.573348999023438,-7.416193008422852,-12.984419822692873,-14.381564140319824,-16.080625534057617,-9.476544380187988,11.981834411621094,-11.197932243347168,-9.995582580566406,-14.827823638916016,-10.722334861755373,-14.250730514526367,-11.367582321166992,-7.960672855377197,-13.917486190795898,-6.435645580291748,-15.523015975952148,-9.12490177154541,-14.320908546447754
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002354.jpg,['cat'],-14.250993728637695,-16.090517044067383,-6.124250411987305,-15.575828552246094,-12.200360298156738,-18.51732444763184,-14.711413383483888,12.710027694702148,-19.441728591918945,-12.41537857055664,-15.53757381439209,-14.444948196411133,-15.28855323791504,-12.399930000305176,-13.340248107910156,-11.50528621673584,-17.597396850585938,-12.503850936889648,-14.881271362304688,-13.716704368591309
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002357.jpg,['aeroplane'],-6.826261520385742,-11.44691562652588,-12.198317527770996,-10.433845520019531,-5.473402500152588,-6.061927795410156,-0.8669809103012085,-13.929576873779297,-7.398407936096191,-13.740215301513672,-12.415482521057127,-11.382036209106444,-10.858392715454102,-16.4743595123291,-11.572479248046877,-6.159339904785156,-9.343499183654783,-10.09421730041504,-3.5537095069885254,-13.669256210327148
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002361.jpg,['car'],-10.829991340637209,-14.65048122406006,-10.247710227966309,-4.896040439605713,-17.9937744140625,-12.355348587036133,9.306899070739746,-8.939178466796875,-8.668723106384277,-13.69169807434082,-13.86694049835205,-10.3617582321167,-11.897618293762209,-7.156085968017578,-14.97698974609375,-15.061660766601562,-10.880098342895508,-9.365519523620604,-10.91639804840088,-14.904324531555176
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002365.jpg,['dog'],-11.050414085388184,-7.3635573387146,-9.080986976623535,-14.026813507080078,-6.714718818664551,-10.47960090637207,-16.7850399017334,-1.313762068748474,-0.8824924230575562,-9.082639694213867,-8.414402961730957,-5.572942733764648,-14.428062438964844,-1.929370760917664,-11.504231452941896,-5.627942562103272,-12.535521507263184,-1.1894735097885132,-9.818861961364746,-5.852331638336182
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002366.jpg,"['chair', 'diningtable', 'pottedplant']",-12.894560813903809,-5.506667613983154,0.5946245789527893,-6.587864875793457,-13.007423400878906,-14.11678981781006,-10.59697723388672,-7.13716983795166,1.4270673990249634,-9.139678955078123,6.588963031768799,-5.598527908325195,-12.13456916809082,-13.828953742980955,0.2537573575973511,-4.654983043670654,-14.432886123657228,-9.456987380981444,-12.283374786376951,-10.630953788757324
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002370.jpg,['chair'],-14.431941032409668,-3.1274659633636475,-3.760375022888184,-14.055448532104492,-8.519137382507324,-11.904780387878418,-12.07229709625244,-13.391557693481444,-8.756014823913574,-14.99958038330078,-19.16644287109375,-10.99117946624756,-12.05271053314209,-14.653658866882324,-8.48594856262207,-10.677763938903809,-14.332265853881836,-7.452818393707275,-6.874876976013184,-19.17218780517578
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002372.jpg,['cow'],-11.711997985839844,-14.763477325439451,-5.068957805633545,-8.096786499023438,-17.17034912109375,-14.379971504211426,-15.513349533081056,-12.976211547851562,-18.424999237060547,1.267300009727478,-18.301837921142575,-10.250242233276367,-10.908662796020508,-11.080121994018556,-14.444867134094238,-15.958930015563965,-3.103065490722656,-13.445759773254396,-14.492453575134276,-16.865894317626953
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002373.jpg,"['bottle', 'diningtable', 'person']",-13.969027519226074,-16.87436294555664,-13.750250816345217,-15.496809005737305,-3.1272635459899902,-16.38057518005371,-14.187620162963867,-11.587047576904297,-3.786377191543579,-12.630483627319336,2.1761810779571533,-6.966052532196045,-14.140151023864746,-13.980788230895996,13.64423370361328,-9.652888298034668,-12.80733871459961,-7.756022930145264,-14.609519004821776,-9.663985252380373
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002383.jpg,['chair'],-9.144611358642578,-5.797147274017334,-10.3527193069458,-13.51832675933838,-7.416006088256836,-13.69081974029541,-4.921139717102051,-6.799815654754639,-7.136570930480957,-7.984941959381103,-18.10043334960937,-8.479601860046387,-8.186838150024414,-6.786584377288818,-6.680764198303223,-4.072520732879639,-8.813643455505371,-4.633745670318604,-11.995976448059082,-4.60741662979126
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002388.jpg,['bottle'],-15.992223739624023,-9.41786289215088,-12.08813762664795,-18.110790252685547,-8.134106636047363,-19.83602523803711,-8.436006546020508,-9.660911560058594,-2.506079912185669,-14.373228073120115,-14.159869194030762,-13.734041213989258,-13.185222625732422,-9.492087364196776,-6.731042385101318,-1.756600856781006,-18.183055877685547,-15.725823402404783,-16.789560317993164,-12.97484016418457
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002390.jpg,['cow'],-12.734702110290527,-12.159235000610352,-14.926631927490234,-14.157734870910645,-8.726775169372559,-14.337383270263672,-14.429454803466797,-9.884354591369627,-12.279935836791992,3.69283127784729,-15.417224884033203,-10.10855770111084,-12.23430633544922,-12.937180519104004,-8.513566970825195,-9.567645072937012,-1.7827725410461426,-13.604482650756836,-9.912949562072754,-10.659090995788574
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002396.jpg,"['motorbike', 'person']",-18.209291458129883,-6.524111270904541,-10.684611320495604,-11.09852123260498,-15.86502742767334,-9.81783962249756,-6.916249752044678,-16.166635513305664,-14.392839431762695,-14.054118156433104,-12.875768661499023,-12.794234275817873,-10.003482818603516,4.876368522644043,6.7024641036987305,-17.614152908325195,-10.141416549682615,-12.94916534423828,-11.892760276794434,-13.72553539276123
C:/Users/nivih/Downloads/VOCtrainval_11-May-2012\VOCdevkit\VOC2012\JPEGImages\2010_002398.jpg,['dog'],-11.25463581085205,-4.130187511444092,-12.936524391174316,-12.37473201751709,-2.597131729125977,-13.324488639831545,-9.650652885437012,0.0061476491391658,-6.676505088806152,-8.573485374450684,-14.496986389160156,-2.9448513984680176,-11.056201934814451,-16.601919174194336,5.389087200164795,-6.1409993171691895,-11.24044704437256,-12.950397491455078,-10.817625999450684,-11.742141723632812
